time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-28T18:07:33.840Z,-1.9304,122.5986,35,4.9,mb,,54,0.899,0.72,us,us700046ub,2019-06-29T15:39:01.040Z,"110km S of Luwuk, Indonesia",earthquake,5.6,2,0.055,104,reviewed,us,us
2019-06-28T16:46:47.809Z,66.3247,-157.4492,7.8,3.2,ml,,,,0.7,ak,ak01988b00mo,2019-06-28T16:57:06.196Z,"69km SSW of Kobuk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-28T15:51:31.396Z,19.8856,144.4063,410.03,6.4,mww,,34,4.803,0.82,us,us700046la,2019-06-29T18:12:03.040Z,"88km SW of Farallon de Pajaros, Northern Mariana Islands",earthquake,9.9,6,0.043,53,reviewed,us,us
2019-06-28T15:11:53.377Z,55.0919,164.6681,10,4.3,mb,,168,4.107,1.1,us,us700046kb,2019-06-28T18:25:01.040Z,"85km W of Nikol'skoye, Russia",earthquake,15.6,2,0.057,89,reviewed,us,us
2019-06-28T14:44:53.249Z,60.4367,-138.6631,4.7,2.5,ml,,,,0.91,ak,ak019889sqf8,2019-06-28T14:51:17.890Z,"72km WSW of Haines Junction, Canada",earthquake,,0.5,,,automatic,ak,ak
2019-06-28T13:21:02.434Z,65.0392,-164.0708,9.4,2.9,ml,,,,0.68,ak,ak01988929gd,2019-06-28T13:26:07.606Z,"87km NE of Nome, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-28T11:30:23.709Z,55.0431,163.9153,10,4.1,mb,,138,3.705,0.66,us,us700046i8,2019-06-28T12:43:03.040Z,"133km W of Nikol'skoye, Russia",earthquake,6.9,2,0.079,44,reviewed,us,us
2019-06-28T11:22:21.350Z,19.5568,-65.437,85,2.98,md,9,316,1.4735,0.29,pr,pr2019179001,2019-06-28T17:04:22.722Z,"132km NNE of Vieques, Puerto Rico",earthquake,5.22,11.12,0.01,3,reviewed,pr,pr
2019-06-28T11:17:31.734Z,8.4069,-82.8409,22.89,4.4,mb,,82,0.413,0.81,us,us700046i1,2019-06-29T02:56:34.271Z,"3km NE of Finca Blanco Numero Uno, Panama",earthquake,5.6,6.4,0.067,64,reviewed,us,us
2019-06-28T09:24:08.860Z,37.5135,-118.7958333,6.01,2.75,md,32,116,0.06561,0.05,nc,nc73203191,2019-06-30T08:02:29.508Z,"12km WSW of Toms Place, CA",earthquake,0.21,0.62,0.204,45,reviewed,nc,nc
2019-06-28T08:30:42.866Z,-29.3884,-70.916,81.42,5,mww,,89,0.42,0.72,us,us700046ge,2019-06-29T12:21:40.617Z,"66km NNE of La Serena, Chile",earthquake,6.6,4.2,0.061,26,reviewed,us,us
2019-06-28T07:39:53.710Z,19.4121666,-155.2940063,-0.07,2.6,ml,17,78,0.007904,0.2,hv,hv71013771,2019-06-28T07:45:33.560Z,"6km WSW of Volcano, Hawaii",earthquake,0.22,0.3,0.5,16,automatic,hv,hv
2019-06-28T07:04:22.443Z,8.2629,126.0562,35,4.7,mb,,109,1.276,0.88,us,us700046fs,2019-06-28T07:51:43.040Z,"12km NE of Bunawan, Philippines",earthquake,10.9,2,0.063,77,reviewed,us,us
2019-06-28T06:48:47.422Z,3.8487,-78.7451,10,4.7,mb,,131,3.599,0.91,us,us700046fu,2019-06-28T12:33:29.040Z,"151km NNW of Mosquera, Colombia",earthquake,5.9,1.9,0.123,20,reviewed,us,us
2019-06-28T06:42:09.820Z,43.97,-110.2241667,8.23,2.71,ml,38,167,0.17,0.36,mb,mb80350069,2019-06-29T14:54:43.730Z,"68km NW of Dubois, Wyoming",earthquake,0.83,1.27,0.363,23,reviewed,mb,mb
2019-06-28T06:16:58.710Z,35.78783333,-96.69133333,7.38,2.53,ml,99,88,0,0.22,ok,ok2019mnrz,2019-06-28T14:22:24.839Z,"4km NNW of Stroud, Oklahoma",earthquake,,0.5,0.24,42,reviewed,ok,ok
2019-06-28T05:29:52.514Z,-22.4517,-65.9671,257.7,4.2,mb,,63,2.102,0.7,us,us700046ey,2019-06-28T13:32:20.751Z,"40km NW of Abra Pampa, Argentina",earthquake,9.4,3.9,0.186,8,reviewed,us,us
2019-06-28T05:16:12.230Z,36.4982,70.205,211.89,4.2,mb,,88,1.554,0.64,us,us700046es,2019-06-28T05:32:27.040Z,"32km ESE of Farkhar, Afghanistan",earthquake,6.6,8,0.084,40,reviewed,us,us
2019-06-28T04:30:34.275Z,29.9449,142.9444,10,4.7,mb,,162,2.916,1.3,us,us700046e4,2019-06-28T04:59:06.040Z,"Izu Islands, Japan region",earthquake,6.8,1.9,0.147,14,reviewed,us,us
2019-06-28T04:20:11.403Z,31.6312,-104.2822,5,2.7,mb_lg,,99,0.369,0.61,us,us700046dz,2019-06-28T04:30:21.040Z,"65km W of Mentone, Texas",earthquake,2.2,1.9,0.085,58,reviewed,us,us
2019-06-28T03:37:53.820Z,18.8646,-67.3486,7,2.71,md,4,315,0.4627,0.18,pr,pr2019179000,2019-06-28T07:50:28.804Z,"48km NNW of San Antonio, Puerto Rico",earthquake,1.83,2.15,0.33,3,reviewed,pr,pr
2019-06-28T02:18:14.959Z,52.368,-174.0081,148.78,3.7,ml,,146,0.203,0.34,us,us700046n3,2019-06-28T21:09:43.040Z,"23km NE of Atka, Alaska",earthquake,12.4,4.9,0.115,10,reviewed,us,us
2019-06-28T02:07:43.607Z,13.6617,-91.8201,35,4.1,mb,,254,0.866,0.74,us,us700046df,2019-06-28T02:33:27.040Z,"71km S of Champerico, Guatemala",earthquake,5.7,2,0.073,52,reviewed,us,us
2019-06-28T01:16:34.059Z,47.702,-69.9963,17.67,2.8,mb_lg,,116,0.27,0.4,us,us7000477l,2019-06-29T07:48:12.040Z,"12km ENE of La Malbaie, Canada",earthquake,2.8,2.1,,,reviewed,us,ott
2019-06-28T00:28:45.729Z,1.8092,127.3981,106.53,4.5,mb,,111,1.03,0.63,us,us700046cw,2019-06-28T00:46:17.040Z,"68km W of Tobelo, Indonesia",earthquake,10,7.7,0.103,28,reviewed,us,us
2019-06-27T23:37:58.937Z,-17.5794,-69.9096,164.5,4,mb,,101,0.409,0.85,us,us700046cf,2019-06-27T23:58:13.040Z,"17km SE of Tarata, Peru",earthquake,6.7,8.8,0.156,11,reviewed,us,us
2019-06-27T21:47:52.420Z,19.6563,-65.4831,74,2.64,md,8,331,1.5577,0.17,pr,pr2019178009,2019-06-28T01:58:11.040Z,"124km NNE of Vieques, Puerto Rico",earthquake,3.96,12.1,0.49,2,reviewed,pr,pr
2019-06-27T20:58:24.977Z,-20.734,-173.8936,10,5.2,mb,,48,4.08,1.67,us,us7000469v,2019-06-27T21:16:48.474Z,"113km SSE of Pangai, Tonga",earthquake,10,1.8,0.044,170,reviewed,us,us
2019-06-27T20:50:46.750Z,34.0268333,-117.5683333,11.43,3.02,ml,170,15,0.02287,0.19,ci,ci38433919,2019-07-02T23:46:41.861Z,"6km NW of Mira Loma, CA",earthquake,0.1,0.18,0.184,258,reviewed,ci,ci
2019-06-27T20:45:15.742Z,-2.7169,138.4154,10,5,mb,,36,6.162,1.06,us,us7000469g,2019-06-27T21:04:38.040Z,"241km W of Abepura, Indonesia",earthquake,8.6,1.9,0.043,169,reviewed,us,us
2019-06-27T20:24:33.631Z,1.416,127.4231,162.89,4.9,mww,,76,0.642,0.66,us,us7000468p,2019-06-27T20:41:46.040Z,"68km N of Ternate, Indonesia",earthquake,9.3,5.8,0.073,18,reviewed,us,us
2019-06-27T19:55:27.883Z,62.2755,-151.1957,64.1,3.1,ml,,,,0.64,ak,ak01986pauv7,2019-06-27T20:02:26.410Z,"56km W of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-27T19:29:45.944Z,40.2282,142.2482,54.75,4.4,mb,,173,1.062,0.44,us,us7000466b,2019-06-27T22:22:05.040Z,"70km ESE of Hachinohe, Japan",earthquake,7.6,8.4,0.109,24,reviewed,us,us
2019-06-27T18:44:12.248Z,29.4412,-104.0464,5,2.8,ml,,221,0.347,0.41,us,us7000464u,2019-06-27T19:02:38.040Z,"34km ESE of Presidio, Texas",earthquake,7.1,2,0.181,14,reviewed,us,us
2019-06-27T18:15:45.540Z,17.9765,-68.5058,93,3.24,md,7,244,1.1047,0.49,pr,pr2019178007,2019-06-27T21:43:27.040Z,"105km S of Boca de Yuma, Dominican Republic",earthquake,7.22,8.91,0.15,5,reviewed,pr,pr
2019-06-27T16:12:07.021Z,18.2683,-105.5048,10,4.4,mb,,228,5.256,0.92,us,us700045z8,2019-06-28T18:54:57.040Z,"134km SW of San Patricio, Mexico",earthquake,7.3,2,0.102,30,reviewed,us,us
2019-06-27T16:04:03.960Z,18.747,-65.7626,22,2.55,md,8,290,0.543,0.38,pr,pr2019178006,2019-06-28T18:47:57.040Z,"33km NNE of Vieques, Puerto Rico",earthquake,2.14,23.96,0.51,7,reviewed,pr,pr
2019-06-27T15:44:23.489Z,-2.6168,138.4573,10,4.7,mb,,37,6.208,0.67,us,us700045yk,2019-06-28T18:42:30.040Z,"236km W of Abepura, Indonesia",earthquake,7.8,1.8,0.056,99,reviewed,us,us
2019-06-27T15:39:29.262Z,-21.8857,168.8707,10,4.8,mb,,93,1.504,1.23,us,us700045yf,2019-06-28T17:58:33.040Z,"108km ESE of Tadine, New Caledonia",earthquake,4.6,1.9,0.08,50,reviewed,us,us
2019-06-27T14:14:03.932Z,-20.7121,-178.1998,525.09,4.8,mb,,114,4.609,1.16,us,us700045ww,2019-06-27T22:16:44.658Z,"52km E of Ndoi Island, Fiji",earthquake,12.6,7.3,0.037,230,reviewed,us,us
2019-06-27T12:48:36.577Z,-2.6954,138.2085,19.8,5.1,mb,,71,5.956,1.26,us,us700045wd,2019-06-27T13:20:53.040Z,"246km ENE of Enarotali, Indonesia",earthquake,11.1,4,0.056,103,reviewed,us,us
2019-06-27T11:04:57.020Z,-30.3859,-179.2332,10,6.3,mww,,56,1.605,1.22,us,us700045vh,2019-06-28T16:09:58.040Z,"120km NNW of L'Esperance Rock, New Zealand",earthquake,8.5,1.8,0.073,18,reviewed,us,us
2019-06-27T11:01:20.055Z,51.4509,-176.709,32.1,3.6,ml,,,,0.37,ak,ak01986k7suh,2019-06-27T16:11:51.691Z,"47km S of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2019-06-27T10:49:56.630Z,37.4538333,-118.729,12.62,2.54,md,31,123,0.1171,0.07,nc,nc73202731,2019-06-28T02:04:48.792Z,"12km WNW of Round Valley, CA",earthquake,0.3,0.87,0.234,34,reviewed,nc,nc
2019-06-27T08:53:55.106Z,-2.7493,138.5965,10,4.7,mb,,126,6.342,0.26,us,us700045tt,2019-06-27T11:46:35.040Z,"221km W of Abepura, Indonesia",earthquake,12.8,1.9,0.137,16,reviewed,us,us
2019-06-27T06:21:20.510Z,32.2795,-115.2263333,27.03,3.24,ml,31,211,0.1294,0.34,ci,ci38432527,2019-07-02T21:53:02.307Z,"8km NW of Alberto Oviedo Mota, B.C., MX",earthquake,0.9,0.59,0.218,63,reviewed,ci,ci
2019-06-27T06:19:51.851Z,38.8556,125.6715,10,3.8,mb_lg,,131,1.567,0.27,us,us700045sm,2019-06-29T00:00:42.427Z,"11km NNE of Songnim, North Korea",earthquake,6.3,2,0.228,5,reviewed,us,us
2019-06-27T06:02:40.678Z,56.2215,164.714,10,4.1,mb,,112,4.762,1.07,us,us700045s7,2019-06-27T06:28:43.040Z,"138km E of Ust'-Kamchatsk Staryy, Russia",earthquake,6.6,1.9,0.117,20,reviewed,us,us
2019-06-27T05:50:16.378Z,69.3115,-143.8109,1.8,2.5,ml,,,,1.04,ak,ak01986gxozw,2019-06-27T06:18:20.040Z,"91km S of Kaktovik, Alaska",earthquake,,2.7,,,automatic,ak,ak
2019-06-27T05:46:23.389Z,-6.2923,125.1115,552.9,4.6,mb,,73,3.54,0.72,us,us700045sf,2019-06-27T06:40:13.040Z,"255km NNW of Dili, East Timor",earthquake,9.7,6.8,0.084,42,reviewed,us,us
2019-06-27T05:31:26.840Z,18.2771,-67.8616,109,2.96,md,14,192,0.3972,0.33,pr,pr2019178003,2019-06-27T09:28:52.040Z,"63km W of Rincon, Puerto Rico",earthquake,2.63,1.6,0.34,14,reviewed,pr,pr
2019-06-27T05:05:23.481Z,-9.4058,117.3244,89.86,4.4,mb,,111,3.269,0.56,us,us700045rj,2019-06-27T05:37:11.040Z,"81km SE of Besisora, Indonesia",earthquake,7.4,7.4,0.12,20,reviewed,us,us
2019-06-27T04:20:48.784Z,56.1951,164.308,10,5.7,mww,,74,4.573,1.04,us,us700045r4,2019-06-28T04:23:55.871Z,"113km E of Ust'-Kamchatsk Staryy, Russia",earthquake,7.5,1.8,0.044,50,reviewed,us,us
2019-06-27T02:35:18.240Z,19.1663,-68.0998,6,3.17,md,8,332,0.9982,0.54,pr,pr2019178001,2019-06-27T05:01:21.692Z,"72km NNE of Punta Cana, Dominican Republic",earthquake,30.57,29.32,0.12,8,reviewed,pr,pr
