time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-01T14:47:50.266Z,-20.7316,-178.4633,551.18,4.3,mb,,134,4.433,0.68,us,us7000481f,2019-07-01T19:53:10.040Z,"26km ESE of Ndoi Island, Fiji",earthquake,15.5,9.5,0.078,47,reviewed,us,us
2019-07-01T14:19:25.008Z,-21.5245,-173.8601,10,4.9,mb,,95,4.422,1.38,us,us70004813,2019-07-01T15:11:04.040Z,"114km E of `Ohonua, Tonga",earthquake,10.3,1.9,0.09,39,reviewed,us,us
2019-07-01T13:10:20.679Z,36.7986,71.1391,98.89,4.5,mb,,77,0.84,0.46,us,us70004805,2019-07-01T19:50:51.040Z,"28km ESE of Jarm, Afghanistan",earthquake,6.6,6.2,0.15,13,reviewed,us,us
2019-07-01T12:24:06.796Z,8.5292,-82.774,32.2,4.4,mb,,155,0.276,0.72,us,us700047zp,2019-07-02T01:48:39.056Z,"5km NNE of Aserrio de Gariche, Panama",earthquake,7.8,7,0.117,21,reviewed,us,us
2019-07-01T12:21:38.820Z,18.5896,-68.7385,128,3.21,md,15,219,0.8322,0.66,pr,pr2019182007,2019-07-01T12:46:51.780Z,"4km SW of Salvaleon de Higuey, Dominican Republic",earthquake,8.01,3.23,0.4,11,reviewed,pr,pr
2019-07-01T09:20:32.646Z,-1.8195,120.6583,49.01,4.6,mb,,88,2.249,0.65,us,us700047yr,2019-07-01T11:42:06.040Z,"28km N of Pendolo, Indonesia",earthquake,8.4,6.7,0.129,18,reviewed,us,us
2019-07-01T08:48:49.489Z,58.5296,-151.4407,17,3.3,ml,,,,0.95,ak,ak0198d4v0tf,2019-07-01T08:56:09.523Z,"100km NE of Kodiak, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-07-01T08:28:53.627Z,-26.4137,30.6209,10,3.6,mb_lg,,219,4.741,1.32,us,us700048cz,2019-07-02T12:57:37.691Z,"39km W of Mhlambanyatsi, Swaziland",earthquake,12.6,2,0.154,11,reviewed,us,us
2019-07-01T08:14:22.239Z,35.1345,-95.33733333,7,2.46,ml,38,138,0.8530326059,0.19,ok,ok2019mtij,2019-07-02T13:42:40.292Z,"3km ENE of Quinton, Oklahoma",earthquake,,1.5,0.22,7,reviewed,ok,ok
2019-07-01T07:51:27.808Z,-56.3621,-26.5944,35,4.8,mb,,84,6.019,0.73,us,us700047xj,2019-07-01T08:40:27.040Z,"52km NE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.1,2,0.122,21,reviewed,us,us
2019-07-01T06:54:24.260Z,19.6851,-65.2591,47,3.59,md,13,325,1.6042,0.4,pr,pr2019182004,2019-07-02T10:54:45.040Z,"153km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.87,22.32,0.39,11,reviewed,pr,pr
2019-07-01T05:33:07.159Z,10.4738,-86.0743,10,4.5,mb,,131,1.118,0.44,us,us700047w7,2019-07-02T13:17:44.485Z,"46km W of Sardinal, Costa Rica",earthquake,6.5,1.9,0.045,142,reviewed,us,us
2019-07-01T05:04:20.000Z,36.333,-97.521,7.82,2.47,ml,101,29,0,0.2,ok,ok2019mtcc,2019-07-02T10:47:08.040Z,"21km WNW of Perry, Oklahoma",earthquake,,0.5,0.2,42,reviewed,ok,ok
2019-07-01T04:57:54.086Z,10.4849,-86.0471,21.28,4.4,mb,,175,1.094,1.1,us,us700047vw,2019-07-03T04:48:26.040Z,"43km W of Sardinal, Costa Rica",earthquake,7.8,7.8,0.053,102,reviewed,us,us
2019-07-01T03:24:29.188Z,54.9676,164.4278,10,5,mb,,114,3.926,0.68,us,us700047vf,2019-07-01T03:43:47.040Z,"103km WSW of Nikol'skoye, Russia",earthquake,9.9,1.8,0.026,458,reviewed,us,us
2019-07-01T02:51:01.567Z,69.5779,-144.2006,0.1,2.9,ml,,,,0.73,ak,ak0198d1ayq2,2019-07-03T04:38:51.040Z,"65km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-07-01T02:46:13.060Z,52.6444,160.6723,31.81,4.5,mb,,89,1.284,0.93,us,us700047v9,2019-07-01T03:15:07.040Z,"143km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.4,5.1,0.076,51,reviewed,us,us
2019-07-01T01:21:19.680Z,19.443,-65.4808,66,3.52,md,13,325,1.2842,0.29,pr,pr2019182001,2019-07-03T03:42:23.040Z,"114km NNE of Vieques, Puerto Rico",earthquake,2.97,8.26,0.34,10,reviewed,pr,pr
2019-07-01T01:14:03.775Z,39.3213,71.6055,10,5,mb,,64,0.223,0.72,us,us700047un,2019-07-01T01:40:33.040Z,"11km NE of Karakenja, Tajikistan",earthquake,6.7,1.8,0.034,274,reviewed,us,us
2019-07-01T01:05:38.930Z,19.5611,-65.3245,72,3.48,md,13,322,1.4642,0.5,pr,pr2019182002,2019-07-03T03:42:39.040Z,"124km NNE of Vieques, Puerto Rico",earthquake,4.92,14.06,0.3,12,reviewed,pr,pr
2019-07-01T01:04:21.029Z,38.2332,141.8562,47.21,4.5,mb,,130,0.917,1.23,us,us700047ud,2019-07-01T02:06:35.040Z,"52km ESE of Ishinomaki, Japan",earthquake,6.8,8.1,0.105,27,reviewed,us,us
2019-07-01T00:59:25.170Z,19.0963,-65.607,103,3,md,6,316,0.9844,0.38,pr,pr2019182000,2019-07-01T07:06:54.694Z,"78km NNE of Vieques, Puerto Rico",earthquake,6.96,7.81,0.46,6,reviewed,pr,pr
2019-07-01T00:48:43.740Z,-31.5741,-68.1945,112.96,4.6,mb,,49,0.419,1.22,us,us700047u7,2019-07-01T02:24:27.411Z,"11km NE of Caucete, Argentina",earthquake,7.6,8.3,0.141,15,reviewed,us,us
2019-07-01T00:43:31.230Z,19.3391667,-155.1338333,6.36,2.63,ml,60,115,0.04614,0.11,hv,hv71017736,2019-07-02T03:01:30.040Z,"14km SE of Volcano, Hawaii",earthquake,0.3,0.36,0.142,34,reviewed,hv,hv
2019-07-01T00:43:02.042Z,52.4632,-167.7917,34.48,3.1,ml,,223,0.823,0.48,us,us7000482p,2019-07-01T21:53:35.040Z,"89km SE of Nikolski, Alaska",earthquake,3.5,9.9,0.085,18,reviewed,us,us
2019-07-01T00:37:36.635Z,41.2179,142.1197,47.31,5.1,mww,,39,0.906,0.96,us,us700047tx,2019-07-01T02:06:36.001Z,"76km E of Mutsu, Japan",earthquake,5.4,4.6,0.073,18,reviewed,us,us
2019-07-01T00:33:10.030Z,-21.5403,-68.5078,161.79,4.2,mb,,49,0.728,0.58,us,us700047tw,2019-07-01T00:46:25.040Z,"111km NNE of Calama, Chile",earthquake,6.6,6.7,0.187,8,reviewed,us,us
2019-07-01T00:00:36.284Z,56.2144,163.8954,10,4.4,mb,,79,4.417,0.69,us,us700047th,2019-07-01T00:31:57.040Z,"87km E of Ust'-Kamchatsk Staryy, Russia",earthquake,10.2,1.9,0.042,165,reviewed,us,us
2019-06-30T23:51:24.320Z,18.0845,-68.3713,99,3.21,md,10,234,0.9412,0.57,pr,pr2019181035,2019-07-01T21:59:17.040Z,"37km SSE of Boca de Yuma, Dominican Republic",earthquake,5.18,4.55,0.29,10,reviewed,pr,pr
2019-06-30T23:43:36.868Z,37.7874,-114.3137,3.1,4.2,ml,74,88.57,0.213,0.162,nn,nn00688850,2019-07-02T02:59:58.040Z,"19km SE of Pioche, Nevada",earthquake,,0.8,0.41,24,reviewed,nn,nn
2019-06-30T23:34:53.459Z,14.3537,-92.8688,10,4.8,mwr,,117,1.149,0.81,us,us700047t5,2019-07-01T00:11:47.040Z,"63km SW of Puerto Madero, Mexico",earthquake,3.7,1.8,0.089,12,reviewed,us,us
2019-06-30T23:34:11.310Z,19.2643,-65.3176,72,2.72,md,6,328,1.2415,0.21,pr,pr2019181034,2019-07-01T22:01:57.040Z,"128km NNE of Vieques, Puerto Rico",earthquake,4.16,8.34,0.45,4,reviewed,pr,pr
2019-06-30T23:18:11.034Z,-17.3357,-69.2821,167.21,4.4,mb,,88,0.315,1.21,us,us700047t1,2019-06-30T23:43:37.040Z,"81km E of Chuquitira, Peru",earthquake,8.8,7.3,0.07,59,reviewed,us,us
2019-06-30T23:11:58.699Z,69.4822,-144.2704,7.2,3.5,ml,,,,0.67,ak,ak0198bq19sf,2019-07-02T02:58:00.040Z,"76km SSW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-06-30T22:26:40.756Z,-31.304,-68.8226,112.36,4.2,mwr,,69,0.268,0.95,us,us700047sp,2019-06-30T22:55:45.743Z,"28km NNW of Zonda, Argentina",earthquake,6.6,1.9,0.083,14,reviewed,us,us
2019-06-30T17:45:53.070Z,66.3442,-157.5814,15.7,3.2,ml,,,,0.9,ak,ak0198bmnxwi,2019-06-30T22:28:41.785Z,"70km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-30T15:30:23.953Z,15.2436,-60.8196,112.25,4.1,ml,,162,0.469,0.27,us,us700047sf,2019-06-30T21:41:45.351Z,"47km ESE of La Plaine, Dominica",earthquake,7.3,8.2,0.071,26,reviewed,us,us
2019-06-30T15:25:09.850Z,18.6468,-64.7911,37,3.01,md,15,336,1.172,0.76,pr,pr2019181026,2019-06-30T19:36:06.564Z,"31km NW of Road Town, British Virgin Islands",earthquake,5.6,28.9,0.42,12,reviewed,pr,pr
2019-06-30T15:00:10.483Z,69.6802,-145.0685,0,2.7,ml,,,,1.09,ak,ak0198bl7cax,2019-06-30T15:22:07.040Z,"86km SW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-30T14:53:25.680Z,19.4521,-65.2938,69,2.89,md,12,319,1.3894,0.65,pr,pr2019181025,2019-06-30T17:20:27.040Z,"136km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.36,22.2,0.32,9,reviewed,pr,pr
2019-06-30T14:21:39.346Z,51.4384,-176.9797,56.63,4.7,mb,,184,0.428,0.76,us,us700047pz,2019-06-30T22:44:55.143Z,"53km SSW of Adak, Alaska",earthquake,8.1,8.1,0.028,381,reviewed,us,us
2019-06-30T12:28:31.499Z,61.5024,-149.7656,51.4,3.1,ml,,,,0.54,ak,ak0198bjl32p,2019-07-01T12:30:37.842Z,"9km W of Knik-Fairview, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-06-30T10:32:55.999Z,46.8839,-112.5508,11.08,2.7,ml,,103,0.101,0.85,us,us700047nc,2019-06-30T23:13:45.234Z,"12km SE of Lincoln, Montana",earthquake,2.3,5.7,0.091,16,reviewed,us,us
2019-06-30T09:47:51.810Z,19.7995,-65.2645,58,3.34,md,8,331,1.7007,0.32,pr,pr2019181024,2019-06-30T14:44:55.429Z,"163km NNE of Vieques, Puerto Rico",earthquake,4.86,20.69,0.3,7,reviewed,pr,pr
2019-06-30T08:56:27.111Z,-5.547,147.1882,194.05,4.6,mb,,35,3.485,0.84,us,us700047mp,2019-06-30T09:16:21.040Z,"131km N of Lae, Papua New Guinea",earthquake,8.5,7.1,0.039,196,reviewed,us,us
2019-06-30T08:55:39.360Z,19.5423,-65.2706,49,2.73,md,8,330,1.4771,0.37,pr,pr2019181023,2019-06-30T14:44:34.677Z,"137km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.59,22.33,0.2,6,reviewed,pr,pr
2019-06-30T08:54:21.900Z,19.068,-67.8078,33,3.02,md,9,331,0.9196,0.35,pr,pr2019181022,2019-06-30T14:43:43.850Z,"82km NE of Punta Cana, Dominican Republic",earthquake,2.91,21.55,0.03,9,reviewed,pr,pr
2019-06-30T07:41:05.864Z,-17.2051,-69.5241,168.03,4.3,mb,,91,0.384,0.8,us,us700047m2,2019-06-30T08:46:11.040Z,"56km E of Chuquitira, Peru",earthquake,7.1,3.9,0.108,24,reviewed,us,us
2019-06-30T07:14:10.304Z,-18.0079,-178.5919,641.95,4.2,mb,,74,3.206,0.81,us,us700047lv,2019-06-30T11:31:24.040Z,"278km SE of Lambasa, Fiji",earthquake,15.7,9.9,0.074,51,reviewed,us,us
2019-06-30T06:53:46.824Z,43.3234,142.2935,166.22,4.5,mb,,99,0.824,0.7,us,us700047ln,2019-06-30T07:15:14.040Z,"7km WSW of Shimo-furano, Japan",earthquake,7.1,5.8,0.036,221,reviewed,us,us
2019-06-30T06:37:54.020Z,18.436,-68.8531,113,4.5,ml,22,168,0.9172,0.77,pr,pr2019181008,2019-06-30T07:50:36.499Z,"16km SW of Salvaleon de Higuey, Dominican Republic",earthquake,4.11,3.37,0.33,19,reviewed,pr,pr
2019-06-30T05:50:59.692Z,-31.5352,-71.5026,41.06,4.5,mb,,146,0.542,0.34,us,us700047l0,2019-06-30T10:36:35.217Z,"33km WNW of Illapel, Chile",earthquake,5.1,6.1,0.091,36,reviewed,us,us
2019-06-30T05:10:24.420Z,19.719,-65.312,71,2.92,md,5,333,1.6657,0.17,pr,pr2019181017,2019-06-30T10:28:04.040Z,"163km NNE of Vieques, Puerto Rico",earthquake,3.86,13,0.39,4,reviewed,pr,pr
2019-06-30T04:17:37.510Z,19.6256,-65.2868,78,3.29,md,4,329,1.5864,0.27,pr,pr2019181014,2019-07-02T21:36:57.040Z,"127km NNE of Vieques, Puerto Rico",earthquake,6.57,16.129,0.1,3,reviewed,pr,pr
2019-06-30T04:13:44.440Z,19.5706,-65.179,71,2.64,md,5,332,1.5777,0.26,pr,pr2019181012,2019-07-02T21:11:40.040Z,"125km NNE of Vieques, Puerto Rico",earthquake,5.36,16.49,0.15,4,reviewed,pr,pr
2019-06-30T04:01:47.060Z,19.6911,-65.2436,112,3.84,md,18,301,1.6173,0.37,pr,pr2019181004,2019-06-30T04:48:21.040Z,"159km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.57,8.67,0.38,17,reviewed,pr,pr
2019-06-30T03:48:04.761Z,69.6527,-144.9939,0,3.1,ml,,,,0.81,ak,ak0198becexd,2019-06-30T03:57:02.609Z,"75km SW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-30T03:10:37.810Z,18.957,-64.6936,34,3.36,md,13,335,1.4137,0.21,pr,pr2019181005,2019-07-02T21:04:13.040Z,"60km N of Road Town, British Virgin Islands",earthquake,1.81,12.97,0.32,13,reviewed,pr,pr
2019-06-30T02:09:30.598Z,55.8258,-158.4497,54.6,3,ml,,,,0.68,ak,ak0198bdiodz,2019-06-30T02:24:27.040Z,"51km SSE of Chignik Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-06-30T01:53:52.710Z,19.24,-65.1483,8,2.64,md,16,322,1.3024,0.35,pr,pr2019181003,2019-07-02T20:56:56.040Z,"102km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,13.09,18.58,0.28,12,reviewed,pr,pr
2019-06-30T01:50:42.470Z,19.2611,-65.0546,6,4,md,23,218,1.3722,0.4,pr,pr2019181002,2019-06-30T18:46:35.309Z,"88km N of Culebra, Puerto Rico",earthquake,2.79,2.09,0.22,16,reviewed,pr,pr
2019-06-30T01:42:24.749Z,50.237,-176.9124,10,4.3,mb,,212,1.653,0.87,us,us700047jl,2019-06-30T17:28:09.646Z,"183km S of Adak, Alaska",earthquake,6.1,2,0.047,126,reviewed,us,us
2019-06-30T01:18:42.936Z,39.7711,54.592,33.6,4.4,mb,,116,7.577,1.16,us,us700047jd,2019-06-30T19:36:34.667Z,"34km NNE of Balkanabat, Turkmenistan",earthquake,9.4,6.9,0.107,25,reviewed,us,us
2019-06-30T01:13:41.033Z,36.3454,140.9916,35,4.5,mb,,201,1.529,0.6,us,us700047jh,2019-06-30T01:48:35.040Z,"35km E of Oarai, Japan",earthquake,8.8,2,0.163,11,reviewed,us,us
2019-06-29T23:03:03.686Z,-1.8841,-12.981,10,4.9,mb,,47,6.163,0.98,us,us700047ih,2019-06-29T23:24:10.040Z,"North of Ascension Island",earthquake,9.7,1.9,0.055,105,reviewed,us,us
2019-06-29T22:26:01.047Z,-18.6983,-172.8964,10,4.9,mb,,73,2.836,1.67,us,us700047hx,2019-06-29T22:47:15.040Z,"114km E of Neiafu, Tonga",earthquake,5,1.9,0.097,33,reviewed,us,us
2019-06-29T22:01:22.381Z,69.3307,-144.3415,0,2.5,ml,,,,0.85,ak,ak0198a1u8zk,2019-06-29T22:16:49.040Z,"64km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-29T21:28:04.670Z,18.85,-64.3738,22,3.44,md,17,340,1.6361,0.44,pr,pr2019180008,2019-06-30T00:45:08.480Z,"54km NNE of Road Town, British Virgin Islands",earthquake,4.24,32.24,0.25,14,reviewed,pr,pr
2019-06-29T20:31:12.883Z,13.1643,144.9596,47.53,4.6,mb,,62,0.431,0.96,us,us700047gv,2019-07-01T03:16:49.331Z,"25km ESE of Inarajan Village, Guam",earthquake,7.6,6.2,0.058,89,reviewed,us,us
2019-06-29T20:14:43.600Z,-18.5438,-69.3857,126.22,4.9,mb,,78,0.923,0.92,us,us700047gj,2019-06-30T01:39:44.713Z,"42km SSE of Putre, Chile",earthquake,5.5,5.4,0.032,299,reviewed,us,us
2019-06-29T20:05:12.800Z,14.8337,-93.7732,39.67,4.5,mb,,162,2.034,0.81,us,us700047gc,2019-06-29T21:47:37.040Z,"112km SSW of Pijijiapan, Mexico",earthquake,7.3,10.1,0.046,139,reviewed,us,us
2019-06-29T19:59:24.714Z,-1.5162,-12.3506,10,4.9,mb,,73,11.049,0.87,us,us700047ga,2019-06-29T20:22:27.040Z,"North of Ascension Island",earthquake,12,1.9,0.086,42,reviewed,us,us
2019-06-29T19:51:20.892Z,-1.7531,-13.0395,10,5,mb,,49,6.278,1.05,us,us700047g7,2019-07-03T18:37:58.040Z,"North of Ascension Island",earthquake,10.7,1.9,0.068,69,reviewed,us,us
2019-06-29T19:46:36.750Z,-56.2781,-27.2372,104.96,5.3,mb,,90,5.652,0.79,us,us700047fz,2019-06-29T20:02:09.040Z,"47km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,7,0.077,57,reviewed,us,us
2019-06-29T19:44:10.531Z,22.2807,122.5072,10,5.2,mww,,60,1.423,0.99,us,us700047fu,2019-06-30T02:57:43.118Z,"149km ESE of Taitung City, Taiwan",earthquake,6.4,1.9,0.069,20,reviewed,us,us
2019-06-29T19:36:42.794Z,-8.8913,158.1824,10,5.1,mb,,56,1.825,1.02,us,us700047fr,2019-06-29T19:56:53.040Z,"132km SW of Dadali, Solomon Islands",earthquake,11.4,1.8,0.038,230,reviewed,us,us
2019-06-29T19:23:55.842Z,56.2433,164.5192,10,4.2,mb,,111,4.693,0.81,us,us700047fd,2019-06-30T02:35:53.040Z,"126km E of Ust'-Kamchatsk Staryy, Russia",earthquake,6.7,1.9,0.098,29,reviewed,us,us
2019-06-29T19:03:27.460Z,18.2673,-65.614,97,2.67,md,5,322,0.4714,0.36,pr,pr2019180007,2019-06-30T00:44:28.672Z,"3km E of Ceiba, Puerto Rico",earthquake,7.55,4.93,0,1,reviewed,pr,pr
2019-06-29T19:00:07.383Z,9.7129,125.0903,48.15,5,mww,,96,2.67,0.73,us,us700047eq,2019-07-01T11:33:38.852Z,"30km SW of Pintuyan, Philippines",earthquake,8.6,4.8,0.089,12,reviewed,us,us
2019-06-29T17:37:23.124Z,60.2103,-152.4663,94.3,2.5,ml,,,,0.56,ak,ak01989z2tfa,2019-07-02T16:38:05.040Z,"34km SSE of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-29T17:14:27.441Z,-8.9376,158.7076,1,4.6,mb,,81,1.321,0.65,us,us700047dy,2019-07-02T15:57:36.040Z,"104km SSW of Dadali, Solomon Islands",earthquake,8.3,4.7,0.073,61,reviewed,us,us
2019-06-29T16:20:05.678Z,24.9809,122.1735,159.3,4.5,mb,,81,0.613,0.89,us,us700047d9,2019-06-29T16:34:56.040Z,"46km ESE of Keelung, Taiwan",earthquake,7.2,7.7,0.108,25,reviewed,us,us
2019-06-29T15:56:21.358Z,67.6167,-156.6581,0,2.7,ml,,,,0.64,ak,ak01989y00or,2019-06-29T18:46:03.040Z,"79km N of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-06-29T13:20:48.020Z,-31.466,-69.521,116.9,4.5,mb,,92,0.719,1.04,us,us700047ap,2019-06-29T14:48:18.040Z,"18km SW of Calingasta, Argentina",earthquake,7.1,6.1,0.104,27,reviewed,us,us
2019-06-29T13:20:21.388Z,33.6143,82.5546,10,4.6,mb,,100,6.721,1.26,us,us700047ar,2019-06-29T21:23:03.886Z,"191km NE of Napug, China",earthquake,4.8,1.9,0.054,103,reviewed,us,us
2019-06-29T13:11:42.084Z,56.079,-149.4929,10.1,2.5,ml,,,,0.73,ak,ak01989wjqqj,2019-06-29T20:56:35.910Z,"260km SE of Kodiak, Alaska",earthquake,,6.5,,,reviewed,ak,ak
2019-06-29T13:10:38.270Z,19.1716,-65.3605,59,2.74,md,5,326,1.1395,0.24,pr,pr2019180005,2019-06-29T15:18:20.522Z,"96km NNE of Luquillo, Puerto Rico",earthquake,5.42,14.34,0.37,4,reviewed,pr,pr
2019-06-29T13:01:17.265Z,40.4419,20.7188,10,4.7,mb,,61,0.609,1.26,us,us700047af,2019-07-02T10:53:46.546Z,"12km NNE of Erseke, Albania",earthquake,2.2,1.9,0.133,17,reviewed,us,us
2019-06-29T11:45:10.597Z,44.4066,-129.5417,10,3.1,ml,,213,4.011,0.6,us,us7000479l,2019-06-30T01:57:30.377Z,"Off the coast of Oregon",earthquake,3.1,2,0.054,45,reviewed,us,us
2019-06-29T10:01:13.615Z,45.2033,149.6582,90.98,4.4,mb,,173,5.11,0.66,us,us7000478q,2019-06-29T10:28:13.040Z,"139km E of Kuril'sk, Russia",earthquake,8.2,9,0.054,100,reviewed,us,us
2019-06-29T09:07:46.561Z,36.4251,-113.8236,9.45,3.5,mwr,,24,0.748,0.99,us,us7000478b,2019-06-30T09:08:35.114Z,"47km SSE of Mesquite, Nevada",earthquake,3,8.9,0.033,88,reviewed,us,us
2019-06-29T08:48:42.628Z,66.3389,-157.562,12.2,3,ml,,,,0.88,ak,ak01989tsbao,2019-06-29T09:02:15.032Z,"70km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-29T08:08:27.910Z,8.316,126.8058,52.29,5,mb,,107,1.735,0.6,us,us7000477y,2019-06-29T21:31:39.339Z,"44km ENE of Barcelona, Philippines",earthquake,9.5,7.9,0.066,72,reviewed,us,us
2019-06-29T07:58:59.509Z,36.3965,-113.8115,16.42,3.8,mwr,,37,0.765,0.73,us,us7000477q,2019-07-01T00:01:49.379Z,"49km NNE of Meadview, Arizona",earthquake,2.6,1,0.031,101,reviewed,us,us
2019-06-29T06:57:49.792Z,42.6925,146.086,44.42,4.3,mb,,173,2.274,1,us,us7000477g,2019-06-29T08:56:58.040Z,"81km SSE of Nemuro, Japan",earthquake,11.8,6.5,0.138,15,reviewed,us,us
2019-06-29T06:57:46.610Z,19.3488,-66.3413,36,2.88,md,10,306,0.8918,0.28,pr,pr2019180003,2019-06-29T09:06:06.040Z,"98km N of Brenas, Puerto Rico",earthquake,1.87,11.32,0.25,10,reviewed,pr,pr
2019-06-29T06:47:04.353Z,-8.2293,108.9802,81.44,5.1,mb,,123,1.559,0.81,us,us7000477c,2019-06-29T07:05:38.040Z,"58km S of Karangbadar Kidul, Indonesia",earthquake,9.6,7.6,0.086,44,reviewed,us,us
2019-06-29T06:30:09.117Z,-31.7131,-69.5003,118.14,4.4,mb,,82,0.715,0.83,us,us70004774,2019-06-29T06:59:48.711Z,"43km SSW of Calingasta, Argentina",earthquake,6.5,6.2,0.103,27,reviewed,us,us
2019-06-29T06:05:36.877Z,60.1868,-153.8882,186.8,2.8,ml,,,,0.78,ak,ak01989sc7xj,2019-06-29T09:12:02.040Z,"72km NE of Old Iliamna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-29T05:02:30.137Z,8.1755,126.6718,50.95,4.5,mb,,114,1.542,0.66,us,us7000476s,2019-06-29T06:01:42.040Z,"26km E of Barcelona, Philippines",earthquake,12.9,6.8,0.101,29,reviewed,us,us
2019-06-29T05:00:23.118Z,-16.0503,-74.2496,35,4.8,mb,,144,4.39,0.48,us,us7000476b,2019-06-29T06:11:53.777Z,"78km SSE of Acari, Peru",earthquake,9.6,2,0.081,47,reviewed,us,us
2019-06-29T04:57:03.677Z,-30.1916,-71.3462,55.72,4.5,mb,,133,0.287,0.75,us,us7000476a,2019-06-29T14:02:48.393Z,"26km S of Coquimbo, Chile",earthquake,2.2,7.3,0.243,5,reviewed,us,us
2019-06-29T04:55:38.927Z,55.9385,-149.7906,10,3.1,ml,,215,2.323,0.42,us,us70004769,2019-06-29T05:10:53.040Z,"260km SE of Kodiak, Alaska",earthquake,5.3,2,0.059,38,reviewed,us,us
2019-06-29T04:16:11.734Z,55.8572,164.1338,10,4.1,mb,,231,19.483,0.93,us,us70004760,2019-06-29T04:44:05.040Z,"111km ESE of Ust'-Kamchatsk Staryy, Russia",earthquake,9.7,2,0.09,34,reviewed,us,us
2019-06-29T03:36:44.093Z,-6.2172,131.7421,53.91,4.4,mb,,116,1.808,0.75,us,us7000475n,2019-06-29T04:03:07.040Z,"127km WSW of Tual, Indonesia",earthquake,6.1,9.3,0.138,15,reviewed,us,us
2019-06-29T03:26:23.890Z,19.407,-155.6181667,43.15,2.54,ml,53,76,0.009856,0.2,hv,hv71014841,2019-07-03T19:51:40.530Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.64,0.57,0.096,42,reviewed,hv,hv
2019-06-29T01:57:21.069Z,60.0807,-152.9482,103.6,2.9,ml,,,,0.63,ak,ak01989po625,2019-07-02T19:41:06.684Z,"46km SSW of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-29T01:06:32.966Z,-14.5678,-76.6635,10,4.6,mb,,180,2.57,1.06,us,us7000474i,2019-06-29T01:55:39.933Z,"88km SSW of Paracas, Peru",earthquake,6.9,1.9,0.165,11,reviewed,us,us
2019-06-29T01:04:05.652Z,56.3047,163.9927,10,4.8,mb,,117,4.519,1.17,us,us7000474h,2019-06-29T01:26:11.040Z,"94km E of Ust'-Kamchatsk Staryy, Russia",earthquake,10.7,1.9,0.027,435,reviewed,us,us
2019-06-29T00:57:15.110Z,19.4271,-67.5996,28,2.94,md,7,342,1.0767,0.43,pr,pr2019180006,2019-06-29T21:25:09.040Z,"113km NE of Punta Cana, Dominican Republic",earthquake,5.52,30.93,0.17,4,reviewed,pr,pr
2019-06-28T23:03:06.142Z,43.436,11.1361,10.14,2.9,ml,,68,0.118,0.66,us,us7000472y,2019-06-30T00:20:06.228Z,"2km N of Colle di Val d'Elsa, Italy",earthquake,4.4,4,0.057,40,reviewed,us,us
2019-06-28T22:29:24.141Z,8.4638,126.5247,91.42,4.4,mb,,128,9.276,0.44,us,us70004732,2019-06-28T23:26:02.040Z,"23km ENE of Hinatuan, Philippines",earthquake,13.4,9.1,0.067,64,reviewed,us,us
2019-06-28T18:47:03.010Z,18.9216,-64.426,56,3.26,md,7,344,1.6224,0.24,pr,pr2019179003,2019-06-29T16:56:04.040Z,"51km NE of Road Town, British Virgin Islands",earthquake,4.85,15.11,0.2,5,reviewed,pr,pr
2019-06-28T18:30:57.824Z,66.3245,-157.476,6.6,2.8,ml,,,,0.62,ak,ak01988c3h5f,2019-06-29T16:51:29.040Z,"70km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-28T18:14:25.730Z,-12.5764,166.0848,10,5.1,mb,,46,6.784,0.92,us,us700046ut,2019-06-29T18:21:16.040Z,"207km S of Lata, Solomon Islands",earthquake,8.7,1.8,0.049,135,reviewed,us,us
